OrderDate,CustomerID,ProductCategory,SalesAmount,ProfitMargin,Region
2024-11-16,14fe9862,Electronics,34.31,16.59,South
2025-02-08,32d37d37,Books,350.33,27.84,North
2024-06-15,5f21b1dc,Home Appliances,439.14,23.32,Central
2024-07-07,7e9de40d,Home Appliances,404.2,28.58,North
2024-11-29,8890236f,Books,264.52,11.44,West
2025-03-05,624cacbd,Books,130.32,21.67,North
2025-02-24,bec7ea6d,Home Appliances,322.93,12.92,North
2024-09-23,f7c021c4,Groceries,345.25,13.74,East
2024-11-18,5759fa38,Home Appliances,169.95,27.38,West
2024-11-22,69633849,Books,53.21,12.88,South
2024-10-07,ffc861d7,Groceries,202.71,27.09,East
2024-04-13,4fd5eb55,Books,344.99,16.52,West
2024-11-02,6d667127,Clothing,440.49,8.41,West
2024-09-10,98568c64,Clothing,151.39,21.29,South
2025-01-18,8b193d59,Home Appliances,316.99,25.63,Central
2024-09-02,82f84381,Books,416.54,29.81,East
2025-03-16,db6d21e6,Electronics,383.59,19.69,Central
2024-09-09,99b92d37,Books,183.86,22.03,South
2025-02-23,b4fe11b1,Books,344.28,10.94,West
2024-06-26,f37db3ff,Electronics,496.38,23.91,North
2025-02-10,3f5cc2bb,Books,294.41,7.23,East
2024-09-12,3ba3789d,Clothing,430.9,22.32,West
2024-07-13,fd338e47,Groceries,462.83,29.71,East
2024-04-07,ac4465bb,Clothing,346.83,9.67,East
